vacina_dataaplicacao,estab_municipio,1dose,2dose,doseU
2021-06-17,SAPUCAIA,184,1,0
2021-06-17,SAQUAREMA,84,0,0
2021-06-17,SEROPEDICA,286,87,0
2021-06-17,SILVA JARDIM,125,9,0
2021-06-17,SUMIDOURO,235,2,0
2021-06-17,TANGUA,83,0,0
2021-06-17,TERESOPOLIS,133,9,0
2021-06-17,TRAJANO DE MORAES,46,9,0
2021-06-17,TRES RIOS,767,17,0
2021-06-17,VALENCA,236,12,0
2021-06-17,VASSOURAS,18,0,0
2021-06-17,VOLTA REDONDA,766,29,0
2021-06-18,ANGRA DOS REIS,1114,147,0
2021-06-18,APERIBE,114,0,0
2021-06-18,AREAL,41,0,0
2021-06-18,ARMACAO DOS BUZIOS,32,0,0
2021-06-18,BARRA DO PIRAI,45,11,0
2021-06-18,BARRA MANSA,1081,112,0
2021-06-18,BELFORD ROXO,1432,40,0
2021-06-18,BOM JARDIM,352,0,0
2021-06-18,BOM JESUS DO ITABAPOANA,182,15,0
2021-06-18,CABO FRIO,1098,6,0
2021-06-18,CACHOEIRAS DE MACACU,95,0,0
2021-06-18,CAMPOS DOS GOYTACAZES,231,512,0
2021-06-18,CANTAGALO,265,0,0
2021-06-18,CARMO,10,32,0
2021-06-18,CASIMIRO DE ABREU,342,3,0
2021-06-18,COMENDADOR LEVY GASPARIAN,2,0,0
2021-06-18,CONCEICAO DE MACABU,48,0,0
2021-06-18,CORDEIRO,134,1,0
2021-06-18,DUQUE DE CAXIAS,26,464,0
2021-06-18,ENGENHEIRO PAULO DE FRONTIN,16,0,0
2021-06-18,GUAPIMIRIM,123,2,0
2021-06-18,IGUABA GRANDE,363,9,0
2021-06-18,ITAGUAI,270,1,0
2021-06-18,ITAOCARA,229,3,0
2021-06-18,ITAPERUNA,490,2,0
2021-06-18,JAPERI,809,3,0
2021-06-18,LAJE DO MURIAE,24,0,0
2021-06-18,MACAE,5,0,0
2021-06-18,MACUCO,117,0,0
2021-06-18,MAGE,692,82,0
2021-06-18,MANGARATIBA,190,10,0
2021-06-18,MENDES,27,0,0
2021-06-18,MESQUITA,10,17,0
2021-06-18,MIGUEL PEREIRA,327,6,0
2021-06-18,MIRACEMA,27,0,0
2021-06-18,NILOPOLIS,473,238,0
2021-06-18,NITEROI,1812,18,0
2021-06-18,NOVA FRIBURGO,1,0,0
2021-06-18,NOVA IGUACU,2594,137,0
2021-06-18,PARATY,251,0,0
2021-06-18,PATY DO ALFERES,97,0,0
2021-06-18,PETROPOLIS,1084,24,0
2021-06-18,PINHEIRAL,18,38,0
2021-06-18,PIRAI,444,0,0
2021-06-18,PORCIUNCULA,47,0,0
2021-06-18,PORTO REAL,253,11,0
2021-06-18,RESENDE,1475,1,0
2021-06-18,RIO BONITO,154,3,0
2021-06-18,RIO CLARO,10,9,0
2021-06-18,RIO DAS OSTRAS,757,0,0
2021-06-18,RIO DE JANEIRO,40696,436,1
2021-06-18,SANTO ANTONIO DE PADUA,39,0,0
2021-06-18,SAO FRANCISCO DE ITABAPOANA,150,20,0
2021-06-18,SAO GONCALO,1759,5,0
2021-06-18,SAO JOAO DA BARRA,353,0,0
2021-06-18,SAO JOAO DE MERITI,1712,34,0
2021-06-18,SAO JOSE DE UBA,21,1,0
2021-06-18,SAO JOSE DO VALE DO RIO PRETO,6,0,0
2021-06-18,SAO PEDRO DA ALDEIA,139,0,0
2021-06-18,SAO SEBASTIAO DO ALTO,19,0,0
2021-06-18,SAPUCAIA,76,5,0
2021-06-18,SEROPEDICA,330,113,0
2021-06-18,SILVA JARDIM,103,0,0
2021-06-18,SUMIDOURO,143,1,0
2021-06-18,TANGUA,265,0,0
2021-06-18,TERESOPOLIS,152,8,0
2021-06-18,TRAJANO DE MORAES,44,33,0
2021-06-18,TRES RIOS,83,17,0
2021-06-18,VALENCA,40,0,0
2021-06-18,VASSOURAS,3,0,0
2021-06-18,VOLTA REDONDA,378,24,0
2021-06-19,ANGRA DOS REIS,887,204,0
2021-06-19,BARRA DO PIRAI,1,0,0
2021-06-19,BELFORD ROXO,939,11,0
2021-06-19,CACHOEIRAS DE MACACU,69,0,0
2021-06-19,CAMBUCI,27,0,0
2021-06-19,CAMPOS DOS GOYTACAZES,0,1,0
2021-06-19,CANTAGALO,40,0,0
2021-06-19,CARAPEBUS,2,0,0
2021-06-19,CASIMIRO DE ABREU,267,0,0
2021-06-19,COMENDADOR LEVY GASPARIAN,189,20,0
2021-06-19,CONCEICAO DE MACABU,12,0,0
2021-06-19,DUQUE DE CAXIAS,8,6,0
2021-06-19,GUAPIMIRIM,341,12,0
2021-06-19,JAPERI,1,0,0
2021-06-19,MAGE,188,3,0
2021-06-19,MESQUITA,778,20,0
2021-06-19,NILOPOLIS,361,18,0
2021-06-19,NITEROI,528,6,0
2021-06-19,NOVA IGUACU,3391,247,0
2021-06-19,PATY DO ALFERES,47,6,0
2021-06-19,PETROPOLIS,1116,2,0
2021-06-19,RIO BONITO,161,0,0
2021-06-19,RIO CLARO,1,0,0
2021-06-19,RIO DAS FLORES,17,0,0
2021-06-19,RIO DAS OSTRAS,392,124,0
2021-06-19,RIO DE JANEIRO,32285,240,1
2021-06-19,SAO FRANCISCO DE ITABAPOANA,0,1,0
2021-06-19,SAO GONCALO,801,6,0
2021-06-19,SAO JOAO DE MERITI,942,798,0
2021-06-19,SAO JOSE DO VALE DO RIO PRETO,1,0,0
2021-06-19,TANGUA,50,0,0
2021-06-19,VALENCA,1,0,0
2021-06-20,ANGRA DOS REIS,2,0,0
2021-06-20,BARRA MANSA,0,1,0
2021-06-20,BELFORD ROXO,10,3,0
2021-06-20,BOM JARDIM,1,0,0
2021-06-20,CABO FRIO,2,0,0
2021-06-20,CAMPOS DOS GOYTACAZES,0,6,0
2021-06-20,CARDOSO MOREIRA,2,0,0
2021-06-20,CASIMIRO DE ABREU,312,0,0
2021-06-20,DUQUE DE CAXIAS,4287,12,0
2021-06-20,ITAOCARA,56,0,0
2021-06-20,JAPERI,7,0,0
2021-06-20,MAGE,61,2,0
2021-06-20,NOVA IGUACU,1,1,0
2021-06-20,PETROPOLIS,328,0,0
2021-06-20,RESENDE,1,0,0
2021-06-20,RIO DAS OSTRAS,1,0,0
2021-06-20,RIO DE JANEIRO,1324,24,0
2021-06-20,SAO GONCALO,0,1,0
2021-06-20,SAO PEDRO DA ALDEIA,595,5,0
2021-06-20,TERESOPOLIS,1,0,0
2021-06-20,VOLTA REDONDA,2,0,0
2021-06-21,ANGRA DOS REIS,229,74,0
2021-06-21,APERIBE,24,0,0
2021-06-21,ARRAIAL DO CABO,91,12,0
2021-06-21,BARRA DO PIRAI,234,1,0
2021-06-21,BARRA MANSA,808,268,0
2021-06-21,BELFORD ROXO,2103,72,0
2021-06-21,BOM JARDIM,419,0,0
2021-06-21,BOM JESUS DO ITABAPOANA,387,11,0
2021-06-21,CABO FRIO,10,15,0
2021-06-21,CACHOEIRAS DE MACACU,92,2,0
2021-06-21,CAMPOS DOS GOYTACAZES,1439,453,0
2021-06-21,CANTAGALO,285,1,0
2021-06-21,CARAPEBUS,25,0,0
2021-06-21,CARMO,206,0,0
2021-06-21,CASIMIRO DE ABREU,398,45,0
2021-06-21,COMENDADOR LEVY GASPARIAN,11,0,0
2021-06-21,CONCEICAO DE MACABU,137,7,0
2021-06-21,CORDEIRO,13,0,0
2021-06-21,DUQUE DE CAXIAS,3196,140,0
2021-06-21,ENGENHEIRO PAULO DE FRONTIN,4,0,0
2021-06-21,GUAPIMIRIM,689,1,0
2021-06-21,IGUABA GRANDE,187,2,0
2021-06-21,ITAGUAI,466,0,0
2021-06-21,ITALVA,3,0,0
2021-06-21,ITAOCARA,176,0,0
2021-06-21,ITAPERUNA,913,0,0
2021-06-21,JAPERI,747,85,0
2021-06-21,LAJE DO MURIAE,30,0,0
2021-06-21,MACAE,1,0,0
2021-06-21,MACUCO,82,1,0
2021-06-21,MAGE,825,794,0
2021-06-21,MANGARATIBA,145,8,0
2021-06-21,MENDES,9,0,0
2021-06-21,MESQUITA,1187,16,0
2021-06-21,MIGUEL PEREIRA,2,16,0
2021-06-21,MIRACEMA,229,9,0
2021-06-21,NILOPOLIS,453,25,0
2021-06-21,NITEROI,1805,33,0
2021-06-21,NOVA FRIBURGO,1348,3,0
2021-06-21,NOVA IGUACU,1494,908,0
2021-06-21,PARATY,340,0,0
2021-06-21,PATY DO ALFERES,60,1,0
2021-06-21,PETROPOLIS,1078,68,0
2021-06-21,PINHEIRAL,111,38,0
2021-06-21,PIRAI,28,0,0
2021-06-21,PORCIUNCULA,117,2,0
2021-06-21,PORTO REAL,156,22,0
2021-06-21,QUATIS,155,8,0
2021-06-21,QUISSAMA,0,2,0
2021-06-21,RESENDE,25,88,0
2021-06-21,RIO BONITO,144,13,0
2021-06-21,RIO CLARO,44,18,0
2021-06-21,RIO DAS OSTRAS,654,8,0
2021-06-21,RIO DE JANEIRO,22929,506,0
2021-06-21,SANTO ANTONIO DE PADUA,14,4,0
2021-06-21,SAO FRANCISCO DE ITABAPOANA,239,5,0
2021-06-21,SAO GONCALO,8099,67,0
2021-06-21,SAO JOAO DA BARRA,453,0,0
2021-06-21,SAO JOAO DE MERITI,2470,35,0
2021-06-21,SAO JOSE DE UBA,33,0,0
2021-06-21,SAO JOSE DO VALE DO RIO PRETO,57,0,0
2021-06-21,SAO PEDRO DA ALDEIA,388,11,0
2021-06-21,SAO SEBASTIAO DO ALTO,23,0,0
2021-06-21,SAPUCAIA,7,0,0
2021-06-21,SAQUAREMA,146,1,0
2021-06-21,SEROPEDICA,278,124,0
2021-06-21,SILVA JARDIM,243,0,0
2021-06-21,SUMIDOURO,156,2,0
2021-06-21,TANGUA,82,0,0
2021-06-21,TERESOPOLIS,1517,11,2
2021-06-21,TRAJANO DE MORAES,8,2,0
2021-06-21,TRES RIOS,573,3,0
2021-06-21,VALENCA,6,0,0
2021-06-21,VASSOURAS,397,0,0
2021-06-21,VOLTA REDONDA,3073,45,0
2021-06-22,ANGRA DOS REIS,858,185,0
2021-06-22,APERIBE,60,0,0
2021-06-22,AREAL,59,0,0
2021-06-22,ARMACAO DOS BUZIOS,99,0,0
2021-06-22,ARRAIAL DO CABO,118,4,0
2021-06-22,BARRA DO PIRAI,204,12,0
2021-06-22,BARRA MANSA,722,91,0
2021-06-22,BELFORD ROXO,2441,57,0
2021-06-22,BOM JARDIM,189,0,0
2021-06-22,BOM JESUS DO ITABAPOANA,193,2,0
2021-06-22,CABO FRIO,2615,36,0
2021-06-22,CACHOEIRAS DE MACACU,228,1,0
2021-06-22,CAMPOS DOS GOYTACAZES,1711,408,0
2021-06-22,CANTAGALO,7,55,0
2021-06-22,CARAPEBUS,35,0,0
2021-06-22,CARDOSO MOREIRA,277,34,0
2021-06-22,CARMO,303,0,0
2021-06-22,CASIMIRO DE ABREU,275,36,0
2021-06-22,COMENDADOR LEVY GASPARIAN,1,0,0
2021-06-22,CONCEICAO DE MACABU,68,1,0
2021-06-22,CORDEIRO,365,1,0
2021-06-22,DUQUE DE CAXIAS,1304,199,0
2021-06-22,ENGENHEIRO PAULO DE FRONTIN,129,8,0
2021-06-22,GUAPIMIRIM,350,1,0
2021-06-22,IGUABA GRANDE,95,1,0
2021-06-22,ITAGUAI,1125,2,0
2021-06-22,ITALVA,300,0,0
2021-06-22,ITAOCARA,195,0,0
2021-06-22,ITAPERUNA,633,4,0
2021-06-22,JAPERI,315,11,0
2021-06-22,LAJE DO MURIAE,25,0,0
2021-06-22,MACAE,11,2,0
2021-06-22,MACUCO,52,1,0
2021-06-22,MAGE,376,18,0
2021-06-22,MANGARATIBA,145,6,0
2021-06-22,MENDES,5,0,0
2021-06-22,MESQUITA,704,29,0
2021-06-22,MIGUEL PEREIRA,221,1,0
2021-06-22,MIRACEMA,44,0,0
2021-06-22,NILOPOLIS,372,30,0
2021-06-22,NITEROI,1678,19,0
2021-06-22,NOVA FRIBURGO,619,19,0
2021-06-22,NOVA IGUACU,747,96,0
2021-06-22,PARATY,446,0,0
2021-06-22,PATY DO ALFERES,136,0,0
2021-06-22,PETROPOLIS,818,79,0
2021-06-22,PINHEIRAL,102,18,0
2021-06-22,PIRAI,77,0,0
2021-06-22,PORCIUNCULA,17,0,0
2021-06-22,PORTO REAL,74,23,0
2021-06-22,QUISSAMA,286,2,0
2021-06-22,RESENDE,1475,28,0
2021-06-22,RIO BONITO,176,30,0
2021-06-22,RIO CLARO,236,30,0
2021-06-22,RIO DAS FLORES,30,0,0
2021-06-22,RIO DAS OSTRAS,588,15,0
2021-06-22,RIO DE JANEIRO,21550,540,1
2021-06-22,SANTA MARIA MADALENA,155,0,0
2021-06-22,SANTO ANTONIO DE PADUA,3,0,0
2021-06-22,SAO FIDELIS,230,1,0
2021-06-22,SAO FRANCISCO DE ITABAPOANA,228,0,0
2021-06-22,SAO GONCALO,8948,80,0
2021-06-22,SAO JOAO DA BARRA,428,30,0
2021-06-22,SAO JOAO DE MERITI,2100,35,0
2021-06-22,SAO JOSE DE UBA,21,0,0
2021-06-22,SAO JOSE DO VALE DO RIO PRETO,22,7,0
2021-06-22,SAO PEDRO DA ALDEIA,578,159,0
2021-06-22,SAO SEBASTIAO DO ALTO,11,1,0
2021-06-22,SAPUCAIA,188,0,0
2021-06-22,SAQUAREMA,3,1,0
2021-06-22,SEROPEDICA,268,125,0
2021-06-22,SILVA JARDIM,106,1,0
2021-06-22,SUMIDOURO,163,0,0
2021-06-22,TANGUA,51,0,0
2021-06-22,TERESOPOLIS,1388,10,0
2021-06-22,TRAJANO DE MORAES,109,2,0
2021-06-22,TRES RIOS,56,0,0
2021-06-22,VALENCA,1,0,0
2021-06-22,VASSOURAS,133,8,0
2021-06-22,VOLTA REDONDA,855,41,0
2021-06-23,ANGRA DOS REIS,867,129,0
2021-06-23,APERIBE,0,20,0
2021-06-23,AREAL,152,0,0
2021-06-23,ARMACAO DOS BUZIOS,52,5,0
2021-06-23,ARRAIAL DO CABO,113,3,0
2021-06-23,BARRA DO PIRAI,246,14,0
2021-06-23,BARRA MANSA,512,0,0
2021-06-23,BELFORD ROXO,2462,56,0
2021-06-23,BOM JARDIM,25,1,0
2021-06-23,BOM JESUS DO ITABAPOANA,192,4,0
2021-06-23,CABO FRIO,2566,9,0
2021-06-23,CACHOEIRAS DE MACACU,295,7,0
2021-06-23,CAMPOS DOS GOYTACAZES,1313,462,0
2021-06-23,CANTAGALO,301,5,0
2021-06-23,CARAPEBUS,72,0,0
2021-06-23,CARDOSO MOREIRA,3,0,0
2021-06-23,CARMO,271,3,0
2021-06-23,CASIMIRO DE ABREU,274,31,2
2021-06-23,COMENDADOR LEVY GASPARIAN,39,2,0
2021-06-23,CONCEICAO DE MACABU,107,5,0
2021-06-23,DUQUE DE CAXIAS,74,1414,1
2021-06-23,ENGENHEIRO PAULO DE FRONTIN,24,0,0
2021-06-23,GUAPIMIRIM,163,12,0
2021-06-23,IGUABA GRANDE,5,1,0
2021-06-23,ITABORAI,20,0,0
2021-06-23,ITAGUAI,1047,31,0
2021-06-23,ITALVA,7,0,0
2021-06-23,ITAOCARA,211,0,0
2021-06-23,ITAPERUNA,646,18,0
2021-06-23,JAPERI,432,27,0
2021-06-23,LAJE DO MURIAE,111,0,0
2021-06-23,MACAE,4,2,0
2021-06-23,MACUCO,80,50,0
2021-06-23,MAGE,1105,29,0
2021-06-23,MANGARATIBA,140,11,0
2021-06-23,MENDES,9,0,0
2021-06-23,MESQUITA,598,12,0
2021-06-23,MIGUEL PEREIRA,92,0,0
2021-06-23,MIRACEMA,33,0,0
2021-06-23,NATIVIDADE,20,0,0
2021-06-23,NILOPOLIS,408,9,0
2021-06-23,NITEROI,1936,42,1
2021-06-23,NOVA FRIBURGO,2,87,0
2021-06-23,NOVA IGUACU,556,13,0
2021-06-23,PARATY,240,2,0
2021-06-23,PATY DO ALFERES,104,0,0
2021-06-23,PETROPOLIS,1092,85,0
2021-06-23,PINHEIRAL,44,40,0
2021-06-23,PIRAI,130,25,0
2021-06-23,PORCIUNCULA,246,1,0
2021-06-23,PORTO REAL,26,19,0
2021-06-23,QUATIS,182,0,0
2021-06-23,RESENDE,956,356,0
2021-06-23,RIO BONITO,248,1,0
2021-06-23,RIO CLARO,28,50,0
2021-06-23,RIO DAS FLORES,27,88,0
2021-06-23,RIO DAS OSTRAS,289,5,0
2021-06-23,RIO DE JANEIRO,41082,564,0
2021-06-23,SANTA MARIA MADALENA,84,0,0
2021-06-23,SANTO ANTONIO DE PADUA,241,0,0
2021-06-23,SAO FIDELIS,65,0,0
2021-06-23,SAO GONCALO,6131,22,0
2021-06-23,SAO JOAO DA BARRA,524,1,0
2021-06-23,SAO JOAO DE MERITI,1418,17,0
2021-06-23,SAO JOSE DE UBA,10,0,0
2021-06-23,SAO JOSE DO VALE DO RIO PRETO,227,2,0
2021-06-23,SAO PEDRO DA ALDEIA,461,16,0
2021-06-23,SAO SEBASTIAO DO ALTO,4,0,0
2021-06-23,SAPUCAIA,55,0,0
2021-06-23,SAQUAREMA,0,2,0
2021-06-23,SEROPEDICA,309,17,0
2021-06-23,SILVA JARDIM,114,0,0
2021-06-23,SUMIDOURO,65,2,0
2021-06-23,TANGUA,111,0,0
2021-06-23,TERESOPOLIS,20,10,0
2021-06-23,TRAJANO DE MORAES,93,1,0
2021-06-23,TRES RIOS,56,24,0
2021-06-23,VALENCA,1,0,0
2021-06-23,VASSOURAS,3,3,0
2021-06-23,VOLTA REDONDA,162,95,0
2021-06-24,ANGRA DOS REIS,596,45,0
2021-06-24,APERIBE,76,0,0
2021-06-24,AREAL,167,3,0
2021-06-24,ARMACAO DOS BUZIOS,37,0,0
2021-06-24,ARRAIAL DO CABO,248,5,0
2021-06-24,BARRA DO PIRAI,299,1,0
2021-06-24,BARRA MANSA,457,2,0
2021-06-24,BELFORD ROXO,1608,68,0
2021-06-24,BOM JARDIM,24,0,0
2021-06-24,BOM JESUS DO ITABAPOANA,125,3,0
2021-06-24,CABO FRIO,2955,12,0
2021-06-24,CACHOEIRAS DE MACACU,159,4,0
2021-06-24,CAMPOS DOS GOYTACAZES,878,1035,0
2021-06-24,CANTAGALO,2,12,0
2021-06-24,CARAPEBUS,52,0,0
2021-06-24,CARMO,330,0,0
2021-06-24,CASIMIRO DE ABREU,1,0,0
2021-06-24,COMENDADOR LEVY GASPARIAN,0,1,0
2021-06-24,CONCEICAO DE MACABU,44,15,0
2021-06-24,CORDEIRO,426,10,0
2021-06-24,DUQUE DE CAXIAS,2408,208,0
2021-06-24,ENGENHEIRO PAULO DE FRONTIN,6,0,0
2021-06-24,GUAPIMIRIM,155,2,0
2021-06-24,IGUABA GRANDE,7,5,0
2021-06-24,ITAGUAI,648,2,0
2021-06-24,ITALVA,7,1,0
2021-06-24,ITAOCARA,82,1,0
2021-06-24,ITAPERUNA,875,1,0
2021-06-24,JAPERI,1384,18,0
2021-06-24,LAJE DO MURIAE,53,0,0
2021-06-24,MACAE,1,0,0
2021-06-24,MACUCO,68,1,0
2021-06-24,MAGE,710,27,0
2021-06-24,MANGARATIBA,70,1,0
2021-06-24,MESQUITA,13,5,0
2021-06-24,MIGUEL PEREIRA,105,1,0
2021-06-24,MIRACEMA,32,0,0
2021-06-24,NILOPOLIS,416,6,0
2021-06-24,NITEROI,1191,19,0
2021-06-24,NOVA FRIBURGO,5,0,0
2021-06-24,NOVA IGUACU,457,33,0
2021-06-24,PARAIBA DO SUL,0,2,0
2021-06-24,PARATY,7,0,0
2021-06-24,PATY DO ALFERES,133,0,0
2021-06-24,PETROPOLIS,836,18,0
2021-06-24,PINHEIRAL,166,309,0
2021-06-24,PIRAI,158,0,0
2021-06-24,PORCIUNCULA,85,0,0
2021-06-24,PORTO REAL,39,2,0
2021-06-24,QUEIMADOS,0,3,0
2021-06-24,QUISSAMA,0,53,0
2021-06-24,RESENDE,778,3,0
2021-06-24,RIO BONITO,284,1,0
2021-06-24,RIO DAS FLORES,35,0,0
2021-06-24,RIO DAS OSTRAS,93,9,0
2021-06-24,RIO DE JANEIRO,24456,427,0
2021-06-24,SANTA MARIA MADALENA,162,31,0
2021-06-24,SANTO ANTONIO DE PADUA,87,5,0
2021-06-24,SAO FIDELIS,81,0,0
2021-06-24,SAO FRANCISCO DE ITABAPOANA,290,7,0
2021-06-24,SAO GONCALO,5763,36,0
2021-06-24,SAO JOAO DA BARRA,123,0,0
2021-06-24,SAO JOAO DE MERITI,2,226,0
2021-06-24,SAO JOSE DE UBA,29,1,0
2021-06-24,SAO JOSE DO VALE DO RIO PRETO,232,1,0
2021-06-24,SAO PEDRO DA ALDEIA,250,2,0
2021-06-24,SAO SEBASTIAO DO ALTO,3,0,0
2021-06-24,SAPUCAIA,62,5,0
2021-06-24,SAQUAREMA,0,4,0
2021-06-24,SEROPEDICA,339,3,0
2021-06-24,SILVA JARDIM,204,4,0
2021-06-24,SUMIDOURO,117,0,0
2021-06-24,TANGUA,60,0,0
2021-06-24,TERESOPOLIS,115,26,0
2021-06-24,TRAJANO DE MORAES,65,1,0
2021-06-24,TRES RIOS,205,2,0
2021-06-24,VASSOURAS,3,2,0
2021-06-24,VOLTA REDONDA,57,69,0
2021-06-25,ANGRA DOS REIS,588,28,0
2021-06-25,ARARUAMA,1,0,0
2021-06-25,AREAL,186,58,0
2021-06-25,ARMACAO DOS BUZIOS,48,0,0
2021-06-25,ARRAIAL DO CABO,44,0,0
2021-06-25,BARRA DO PIRAI,292,30,0
2021-06-25,BARRA MANSA,115,1,0
2021-06-25,BELFORD ROXO,1723,42,0
2021-06-25,BOM JARDIM,1,8,0
2021-06-25,BOM JESUS DO ITABAPOANA,175,4,0
2021-06-25,CABO FRIO,1429,50,0
2021-06-25,CACHOEIRAS DE MACACU,129,1,0
2021-06-25,CAMBUCI,8,100,0
2021-06-25,CAMPOS DOS GOYTACAZES,1178,854,0
2021-06-25,CANTAGALO,93,0,0
2021-06-25,CARMO,240,0,0
2021-06-25,COMENDADOR LEVY GASPARIAN,1,0,0
2021-06-25,CONCEICAO DE MACABU,29,0,0
2021-06-25,CORDEIRO,2,0,0
2021-06-25,DUQUE DE CAXIAS,97,153,0
2021-06-25,ENGENHEIRO PAULO DE FRONTIN,119,20,0
2021-06-25,GUAPIMIRIM,120,1,0
2021-06-25,IGUABA GRANDE,4,3,0
2021-06-25,ITABORAI,1,0,0
2021-06-25,ITAGUAI,717,3,0
2021-06-25,ITALVA,3,0,0
2021-06-25,ITAPERUNA,595,106,0
2021-06-25,JAPERI,272,4,0
2021-06-25,LAJE DO MURIAE,67,0,0
2021-06-25,MACUCO,78,2,0
2021-06-25,MAGE,1565,16,0
2021-06-25,MANGARATIBA,162,0,0
2021-06-25,MESQUITA,13,4,0
2021-06-25,MIGUEL PEREIRA,136,1,0
2021-06-25,MIRACEMA,18,3,0
2021-06-25,NILOPOLIS,343,7,0
2021-06-25,NITEROI,1076,19,0
2021-06-25,NOVA IGUACU,478,41,0
2021-06-25,PARACAMBI,26,0,0
2021-06-25,PARAIBA DO SUL,0,2,0
2021-06-25,PARATY,613,2,0
2021-06-25,PATY DO ALFERES,47,0,0
2021-06-25,PETROPOLIS,5,1,0
2021-06-25,PINHEIRAL,272,260,0
2021-06-25,PORCIUNCULA,54,0,0
2021-06-25,PORTO REAL,160,2,0
2021-06-25,QUEIMADOS,78,0,0
2021-06-25,RESENDE,741,3,0
2021-06-25,RIO BONITO,308,7,0
2021-06-25,RIO DAS FLORES,33,0,0
2021-06-25,RIO DAS OSTRAS,445,9,0
2021-06-25,RIO DE JANEIRO,20938,335,5
2021-06-25,SANTO ANTONIO DE PADUA,13,0,0
2021-06-25,SAO FRANCISCO DE ITABAPOANA,218,1,0
2021-06-25,SAO GONCALO,3321,3,0
2021-06-25,SAO JOAO DA BARRA,326,10,0
2021-06-25,SAO JOAO DE MERITI,564,3,0
2021-06-25,SAO JOSE DE UBA,20,0,0
2021-06-25,SAO JOSE DO VALE DO RIO PRETO,19,51,0
2021-06-25,SAO PEDRO DA ALDEIA,523,1,0
2021-06-25,SAO SEBASTIAO DO ALTO,11,0,0
2021-06-25,SAPUCAIA,47,0,0
2021-06-25,SAQUAREMA,0,2,0
2021-06-25,SEROPEDICA,365,12,0
2021-06-25,SILVA JARDIM,120,1,0
2021-06-25,SUMIDOURO,128,13,0
2021-06-25,TANGUA,73,0,0
2021-06-25,TERESOPOLIS,102,23,0
2021-06-25,TRAJANO DE MORAES,37,3,0
2021-06-25,TRES RIOS,83,33,0
2021-06-25,VASSOURAS,3,4,0
2021-06-25,VOLTA REDONDA,77,42,0
2021-06-26,ANGRA DOS REIS,48,0,0
2021-06-26,ARRAIAL DO CABO,5,0,0
2021-06-26,BARRA DO PIRAI,1,0,0
2021-06-26,BARRA MANSA,14,886,0
2021-06-26,BELFORD ROXO,1230,9,0
2021-06-26,CACHOEIRAS DE MACACU,202,0,0
2021-06-26,CAMBUCI,0,2,0
2021-06-26,CAMPOS DOS GOYTACAZES,1,2,0
2021-06-26,COMENDADOR LEVY GASPARIAN,25,0,0
2021-06-26,CONCEICAO DE MACABU,40,0,0
2021-06-26,DUQUE DE CAXIAS,25,0,7
2021-06-26,GUAPIMIRIM,1,0,0
2021-06-26,ITAGUAI,6,0,0
2021-06-26,JAPERI,14,1,0
2021-06-26,MAGE,303,4,0
2021-06-26,MANGARATIBA,11,0,0
2021-06-26,MESQUITA,6,2,0
2021-06-26,MIGUEL PEREIRA,350,0,0
2021-06-26,MIRACEMA,1,0,0
2021-06-26,NILOPOLIS,303,10,0
2021-06-26,NITEROI,393,18,0
2021-06-26,NOVA IGUACU,417,15,0
2021-06-26,PARATY,64,0,0
2021-06-26,PETROPOLIS,12,0,0
2021-06-26,QUATIS,177,1,0
2021-06-26,RIO DAS FLORES,1,0,0
2021-06-26,RIO DAS OSTRAS,185,35,0
2021-06-26,RIO DE JANEIRO,8347,185,20294
2021-06-26,SAO GONCALO,6808,34,3000
2021-06-26,SAO JOAO DE MERITI,741,135,0
2021-06-26,SAO SEBASTIAO DO ALTO,1,0,0
2021-06-26,SAPUCAIA,0,0,1
2021-06-26,SEROPEDICA,130,2,0
2021-06-26,TERESOPOLIS,0,1,0
2021-06-27,ANGRA DOS REIS,1,0,0
2021-06-27,BARRA MANSA,1,0,0
2021-06-27,BELFORD ROXO,5,0,0
2021-06-27,BOM JESUS DO ITABAPOANA,281,1,0
2021-06-27,DUQUE DE CAXIAS,6418,13,54
2021-06-27,ITALVA,1,0,0
2021-06-27,MAGE,110,1,0
2021-06-27,MIRACEMA,1,0,0
2021-06-27,NOVA IGUACU,2,0,0
2021-06-27,PARAIBA DO SUL,313,0,0
2021-06-27,PINHEIRAL,3,20,0
2021-06-27,RIO DE JANEIRO,51,1,3
2021-06-27,TANGUA,1,0,0
2021-06-28,ANGRA DOS REIS,340,15,0
2021-06-28,APERIBE,132,0,0
2021-06-28,ARRAIAL DO CABO,223,4,174
2021-06-28,BARRA DO PIRAI,139,7,0
2021-06-28,BARRA MANSA,1,1,0
2021-06-28,BELFORD ROXO,1584,39,4
2021-06-28,BOM JARDIM,169,8,0
2021-06-28,BOM JESUS DO ITABAPOANA,303,6,0
2021-06-28,CABO FRIO,25,3,0
2021-06-28,CACHOEIRAS DE MACACU,195,4,0
2021-06-28,CAMBUCI,10,0,0
2021-06-28,CAMPOS DOS GOYTACAZES,1546,674,200
2021-06-28,CARAPEBUS,43,7,0
2021-06-28,CARDOSO MOREIRA,7,11,0
2021-06-28,CARMO,215,58,0
2021-06-28,CASIMIRO DE ABREU,140,48,30
2021-06-28,CONCEICAO DE MACABU,471,4,0
2021-06-28,CORDEIRO,0,2,0
2021-06-28,DUQUE DE CAXIAS,4223,155,5
2021-06-28,ENGENHEIRO PAULO DE FRONTIN,1,0,78
